username,video_id,transcript,video_niche_content,comments_topics,comments_sentiment
4drienrk,7267129907195530528,,"waxing chest:3.76397967338562,jumping into pool:3.721254348754883,kissing:3.444918155670166,tossing coin:3.1490418910980225,snorkeling:3.115250587463379"
4drienrk,7232181818928221467,,"swinging on something:3.9853153228759766,playing volleyball:3.5613157749176025,diving cliff:3.456997871398926,waiting in line:3.0086328983306885,snowboarding:2.6534528732299805"
oumnia.b,7277305296526019845,,"diving cliff:6.6919403076171875,catching or throwing frisbee:5.258445739746094,sailing:3.4587349891662598,flying kite:3.3594250679016113,walking the dog:3.1068220138549805"
oumnia.b,7454938504313801989,,"surfing crowd:4.471513748168945,pumping fist:4.201944351196289,headbanging:3.756399631500244,eating hotdog:2.930537700653076,beatboxing:2.518390417098999"
reggiv2301,7420810879073029382,,"headbanging:4.972979545593262,beatboxing:3.5165538787841797,counting money:3.4133687019348145,finger snapping:3.374091625213623,answering questions:2.8879358768463135"
reggiv2301,7410130296663772422,,"hugging:4.394028663635254,drinking:4.197054862976074,texting:4.043244361877441,crying:3.889923334121704,kissing:3.6579537391662598"
reggiv2301,7410126491457047813,,"kissing:4.745642185211182,hugging:4.692203521728516,archery:4.018009185791016,catching or throwing softball:2.9686167240142822,shearing sheep:2.8569846153259277"
reggiv2301,7317591117082496262,,"recording music:4.339746475219727,trimming or shaving beard:3.9779844284057617,archery:3.2385973930358887,throwing axe:2.996203660964966,playing organ:2.8419394493103027"
reggiv2301,7380093867128884497,so,"surfing water:6.692379474639893,water skiing:3.356207847595215,canoeing or kayaking:3.240755319595337,catching or throwing frisbee:2.116136312484741,jetskiing:1.8318647146224976"
gabiindigo,7225899788678548742,,"filling eyebrows:5.825291633605957,waxing eyebrows:4.5828142166137695,fixing hair:4.258913040161133,dying hair:4.085513591766357,applying cream:3.145840883255005"
gabiindigo,7246028678851726598,,"driving car:5.322516441345215,texting:4.908358097076416,fixing hair:2.6830005645751953,singing:2.1791515350341797,eating ice cream:2.140235662460327"
gabiindigo,7215882596885024005,,"curling hair:5.532347202301025,tasting food:4.584345817565918,brushing hair:4.202834606170654,reading book:3.5703043937683105,unboxing:3.247565746307373"
gabiindigo,7348110438837636358,,"drinking:7.4805450439453125,gargling:4.019758224487305,tasting food:2.5685312747955322,kissing:2.4750077724456787,throwing axe:2.4395201206207275"
gabiindigo,7425628044578000134,,"filling eyebrows:5.105177879333496,curling hair:4.195006847381592,braiding hair:3.9808664321899414,fixing hair:3.8141918182373047,tasting food:3.719871997833252"
ivorswartz,7454469295259553030,,"cutting pineapple:4.3386616706848145,eating cake:3.935375928878784,catching or throwing baseball:3.366476535797119,snowkiting:2.779935359954834,front raises:2.530630111694336"
ivorswartz,7377678300820360454,,"texting:4.059215545654297,skateboarding:3.356262445449829,trimming or shaving beard:3.019296169281006,beatboxing:2.5476584434509277,smoking:2.429934024810791"
ivorswartz,7443908144054488375,,"robot dancing:4.662820339202881,beatboxing:3.6687777042388916,salsa dancing:3.417494773864746,welding:3.280735969543457,answering questions:3.239330768585205"
ivorswartz,7453767710019833093,,"beatboxing:5.684250831604004,answering questions:3.608281135559082,washing dishes:2.9871139526367188,laughing:2.4653546810150146,eating burger:2.363369941711426"
sallma.rs,7074200126205529346,,"riding unicycle:4.561307907104492,smoking:4.034358978271484,brushing hair:3.8354289531707764,cartwheeling:3.459744453430176,skateboarding:3.189185380935669"
sallma.rs,7093503702094449926,,"cartwheeling:4.746169090270996,tango dancing:3.980818033218384,walking the dog:3.8522443771362305,jogging:3.47987961769104,tai chi:3.2036633491516113"
sallma.rs,7087668136861830406,,"jumpstyle dancing:5.256746292114258,hoverboarding:4.487517356872559,skateboarding:3.9940638542175293,roller skating:3.9428975582122803,tango dancing:3.8038249015808105"
alloouullaa,6799264484507618566,,"cleaning windows:4.86468505859375,doing laundry:4.828210830688477,washing hands:4.8179168701171875,drinking:4.754237174987793,pumping gas:3.968989610671997"
alloouullaa,7473662978902986039,,"baking cookies:4.240090370178223,decorating the christmas tree:3.609808921813965,eating spaghetti:3.560253620147705,balloon blowing:3.441143035888672,carving pumpkin:3.428774833679199"
alloouullaa,7477710134580481285,,"baking cookies:4.932508945465088,eating hotdog:4.13133430480957,carving pumpkin:3.9906997680664062,making sushi:3.4464457035064697,cooking chicken:3.347346544265747"
alloouullaa,7484664970941091077,,"carving pumpkin:4.46110725402832,cartwheeling:4.204791069030762,walking the dog:4.177148342132568,sticking tongue out:4.015078544616699,jogging:3.8517887592315674"
alloouullaa,7464913886639033605,,"making pizza:4.73557186126709,barbequing:2.458617925643921,catching or throwing frisbee:2.197230577468872,slacklining:2.0490965843200684,eating doughnuts:2.027174472808838"
iffyforyou,7472789365408795909,,"skateboarding:5.06522274017334,decorating the christmas tree:4.797154426574707,spinning poi:4.279516220092773,hopscotch:4.0120673179626465,jogging:3.999394416809082"
iffyforyou,7476507744036457733,,"welding:4.990226745605469,trimming or shaving beard:4.5826416015625,laying bricks:3.5817127227783203,barbequing:3.104794979095459,bending metal:2.880347728729248"
iffyforyou,7476108598901214470,,"singing:5.998189926147461,playing trumpet:3.2679197788238525,playing saxophone:3.2372148036956787,giving or receiving award:3.1211209297180176,archery:3.067412853240967"
iffyforyou,7483637496358636805,,"dining:5.66724967956543,baking cookies:5.666444301605225,setting table:3.5019476413726807,making jewelry:3.3854405879974365,barbequing:3.297792434692383"
iliass_94,7441573236170640695,,"crying:4.252307891845703,beatboxing:3.892266273498535,finger snapping:3.605987548828125,slapping:3.571906566619873,shaking head:3.1331582069396973"
iliass_94,7472040391777291525,,"skydiving:4.729978084564209,paragliding:4.229467391967773,motorcycling:3.7103381156921387,sailing:3.566798210144043,jetskiing:3.4356513023376465"
iliass_94,7376697307879771397,,"finger snapping:6.551119804382324,eating spaghetti:3.811105966567993,smoking:3.692193031311035,knitting:3.4847068786621094,air drumming:3.346808671951294"
shelby_dow1,7475648446402219319,,"tasting food:4.454004287719727,getting a tattoo:3.6972999572753906,eating doughnuts:2.8516736030578613,eating burger:2.7162179946899414,laughing:2.2770020961761475"
shelby_dow1,7472374741156842807,,"spray painting:5.674656391143799,cleaning floor:4.464134216308594,doing laundry:4.180916786193848,wrapping present:3.969029426574707,cleaning shoes:3.9648420810699463"
shelby_dow1,7447220474599312646,,"eating ice cream:6.415855407714844,eating hotdog:4.355136871337891,eating cake:3.843644380569458,barbequing:3.506784200668335,drinking beer:3.454604148864746"
shelby_dow1,7457085569919651077,,"wrapping present:3.2983345985412598,making jewelry:3.194821834564209,carving pumpkin:2.9482064247131348,tasting beer:2.879703998565674,opening present:2.5650782585144043"
shelby_dow1,7442291097193303351,,"wrapping present:6.38897180557251,getting a haircut:3.878946542739868,folding paper:3.80499529838562,shaving head:3.2213079929351807,dying hair:3.0396018028259277"
jordannickson,7480575996727495991,,"welding:3.6085891723632812,bending metal:3.326580047607422,canoeing or kayaking:3.015618085861206,changing oil:2.9012718200683594,tying knot (not on a tie):2.7533273696899414"
jordannickson,7480584332168465719,,"cleaning shoes:3.378650665283203,tossing coin:3.1707587242126465,welding:3.034579038619995,catching fish:3.0130209922790527,making pizza:2.6513757705688477"
jordannickson,7423003430869929222,,"feeding birds:5.532011032104492,watering plants:4.313249111175537,trimming trees:4.0739593505859375,playing paintball:3.853285312652588,picking fruit:3.686616897583008"
jordannickson,7425146593805946117,,"watering plants:3.5240402221679688,archery:3.521343946456909,catching or throwing frisbee:3.2103066444396973,picking fruit:2.903848171234131,cleaning pool:2.8710198402404785"
jordannickson,6778047475459607813,,"bouncing on trampoline:5.871750831604004,gymnastics tumbling:3.2334799766540527,dodgeball:2.9104082584381104,drop kicking:2.764601707458496,catching or throwing frisbee:2.703446626663208"
i_rall_316,7317369943106866438,,"motorcycling:5.8036274909973145,faceplanting:5.409017086029053,riding mountain bike:4.63361930847168,riding a bike:3.3410019874572754,riding unicycle:2.3049426078796387"
i_rall_316,6889471634223156481,hey Google hey Google hey Google,"motorcycling:5.35413932800293,riding mountain bike:4.801964282989502,biking through snow:2.7305243015289307,riding a bike:2.3399195671081543,archery:1.7294141054153442"
i_rall_316,6944751071306779905,,"archery:5.695230007171631,javelin throw:4.700465679168701,hammer throw:3.9109151363372803,jogging:3.0934031009674072,slacklining:3.0913400650024414"
i_rall_316,7320574615158410502,what,"motorcycling:6.519105911254883,riding a bike:4.021637916564941,riding mountain bike:3.213937282562256,jogging:2.3369505405426025,opening present:1.8670618534088135"
i_rall_316,7337009496956456197,is a 2024 ex300 all the fun stuff about to finish 24s for you so there is one,"motorcycling:6.64515495300293,riding mountain bike:3.919829845428467,riding a bike:3.0766372680664062,crossing river:1.941826343536377,jogging:1.7243975400924683"
mhassanelalaoui,7020193443821423874,,"playing didgeridoo:5.088939666748047,celebrating:4.603599548339844,busking:4.581657886505127,playing drums:4.215536117553711,playing ukulele:2.5130796432495117"
mhassanelalaoui,7485210655436377399,,"whistling:5.5310258865356445,singing:4.151115417480469,answering questions:3.974003314971924,celebrating:3.912649631500244,beatboxing:3.8306829929351807"
mhassanelalaoui,7197768584062307590,,"zumba:3.935288667678833,dancing macarena:3.640793800354004,waiting in line:2.9353184700012207,pumping fist:2.9343371391296387,celebrating:2.6287436485290527"
mhassanelalaoui,7484988501121977655,,"tying tie:4.164437294006348,news anchoring:4.135626792907715,answering questions:3.2943146228790283,tying bow tie:3.192340850830078,auctioning:2.9186878204345703"
mhassanelalaoui,7213356804548463878,,"celebrating:3.74756121635437,trimming or shaving beard:3.3169217109680176,finger snapping:2.9972705841064453,shaving head:2.7971103191375732,washing feet:2.7378902435302734"
tarikamyn,7444339611268058424,Monday Tuesday Wednesday Thursday Friday Saturday,"sharpening pencil:7.946385383605957,opening bottle:3.7116646766662598,smoking:2.8257625102996826,making jewelry:2.814998149871826,applying cream:2.735212802886963"
tarikamyn,7444339103539137848,,"sharpening pencil:7.946385383605957,opening bottle:3.7116646766662598,smoking:2.8257625102996826,making jewelry:2.814998149871826,applying cream:2.735212802886963"
tarikamyn,7444619721556643127,,"playing cards:7.158123016357422,shuffling cards:3.9214138984680176,unboxing:2.9686319828033447,playing poker:2.8156416416168213,making jewelry:2.625218629837036"
tarikamyn,7447268112652586246,,"tossing coin:5.042702674865723,blowing glass:4.755468368530273,pumping fist:3.3499698638916016,eating burger:3.284733295440674,mopping floor:3.090885639190674"
tarikamyn,7447589155594358021,,"blowing glass:3.543714761734009,baking cookies:2.8427066802978516,making sushi:2.818085193634033,assembling computer:2.368710994720459,air drumming:1.9506700038909912"
samanthaprince6,7406238859727539462,,"brushing hair:4.980382919311523,fixing hair:4.082396984100342,finger snapping:3.856201171875,headbanging:3.545097827911377,dying hair:3.089428186416626"
samanthaprince6,7155209939311496454,,"curling hair:4.481657981872559,brushing teeth:4.2125468254089355,braiding hair:3.5581347942352295,washing hair:2.6424498558044434,dying hair:2.6325511932373047"
samanthaprince6,7260108843235953926,,"brushing hair:3.7784507274627686,finger snapping:3.5495076179504395,dying hair:3.517819881439209,eating ice cream:3.5155272483825684,texting:3.0896921157836914"
samanthaprince6,7454860976236662022,,"juggling balls:5.3178606033325195,eating ice cream:3.7530100345611572,eating chips:3.5216169357299805,catching fish:3.388504981994629,spinning poi:3.1190619468688965"
mbalee1_fkn,7475294632239189254,,"kissing:4.712459564208984,hugging:4.706357002258301,shaving head:4.373880386352539,crying:4.2563581466674805,carrying baby:3.998321533203125"
mbalee1_fkn,7476210961993485623,,"cooking chicken:7.504542827606201,barbequing:4.441478729248047,cooking sausages:4.287365436553955,dining:2.8172812461853027,frying vegetables:2.369846820831299"
mbalee1_fkn,7477256344395877638,,"cooking chicken:5.049007415771484,frying vegetables:4.223823070526123,making pizza:4.204000473022461,tossing salad:3.351260185241699,scrambling eggs:3.3096890449523926"
mbalee1_fkn,7478066088354270469,,"braiding hair:5.528928756713867,fixing hair:5.141813278198242,brushing hair:3.8925819396972656,curling hair:3.872471570968628,dying hair:3.4284355640411377"
traphouse.talulah,7478417193571568903,,"brushing hair:5.907105445861816,fixing hair:5.849309921264648,finger snapping:4.825215816497803,answering questions:4.266803741455078,laughing:2.9908881187438965"
traphouse.talulah,7479924911432027398,,"fixing hair:5.729828834533691,dying hair:5.516518592834473,brushing hair:4.417191982269287,finger snapping:2.3738818168640137,filling eyebrows:2.299499273300171"
traphouse.talulah,7476828769571949829,,"brushing hair:6.207585334777832,headbanging:5.6039934158325195,pumping fist:4.996248245239258,fixing hair:4.088491439819336,hula hooping:3.166116714477539"
traphouse.talulah,7476829227946396933,,"brushing hair:5.756243705749512,pumping fist:5.364818096160889,headbanging:5.030366897583008,fixing hair:3.685724973678589,finger snapping:3.158179759979248"
traphouse.talulah,7482068780185668919,,"finger snapping:4.14774751663208,dancing macarena:3.8528542518615723,pumping fist:3.620789051055908,curling hair:3.3363113403320312,decorating the christmas tree:2.8559484481811523"
jesshowesx,7350772159461035269,turn it up louder I can fix that,"dying hair:4.392658233642578,fixing hair:4.006491661071777,brushing hair:3.830317735671997,cracking neck:3.315530776977539,smoking:3.2646231651306152"
jesshowesx,7449132691640814853,,"sticking tongue out:4.821365833282471,singing:4.563999176025391,laughing:3.755601167678833,yawning:3.7398223876953125,finger snapping:3.6896519660949707"
jesshowesx,7377106794457419014,,"brushing hair:6.079075336456299,finger snapping:4.9810590744018555,fixing hair:4.483169078826904,whistling:3.181398630142212,headbanging:3.1446614265441895"
jesshowesx,7385621642308783366,,"finger snapping:4.591602325439453,brushing hair:4.575403213500977,hoverboarding:4.077922344207764,scrambling eggs:3.384622573852539,doing laundry:3.2333943843841553"
jesshowesx,7432042772745456901,,"brushing hair:4.498270034790039,finger snapping:3.919081687927246,pumping fist:3.6016454696655273,headbanging:3.3215880393981934,getting a tattoo:3.1976492404937744"
nigeria1990,7482156961992166702,,"mowing lawn:4.934847831726074,frying vegetables:3.548543930053711,tossing salad:3.4334216117858887,making pizza:3.386343002319336,picking fruit:3.265657901763916"
nigeria1990,7224891590710480170,,"writing:3.632538318634033,folding paper:3.2677831649780273,tasting food:3.258953094482422,opening present:3.017183303833008,dining:2.879610538482666"
nigeria1990,7071986888839613742,,"building shed:4.442959785461426,archery:3.0140762329101562,egg hunting:3.0103917121887207,unloading truck:2.1169631481170654,building cabinet:2.0869812965393066"
